narration,category
BILLDESK-SWIGGY INSTAMART-087274,Groceries
NACH-SBI MUTUAL FUND-16188218,Investment
BILLDESK-BOUNCE CHARGES-673064,Bank Charges
NEFT/723650433395/BLUSMART,Transport
ECS-ETMONEY,Investment
UPI-P2A-039491184619-JIO BP,Fuel
NACH-PAYROLL CREDIT-57978050,Income
UPI/OUT/655620688054/minimali@axl/Payment,Personal Care
NEFT/329803589888/MOBIKWIK TRANSFER,Transfer
UPI-P2A-146691398121-FISDOM,Investment
MANDATE-GUJARAT GAS,Utilities
IMPS/151025860420/AMAZON FRESH,Groceries
POS/825314/DISNEY HOTSTAR PREMIUM,Subscriptions
NACH-GREAT LEARNING-20393711,Education
INSURANCE PREMIUM CARE HEALTH,Insurance
POS 776064 UNACADEMY,Education
UPI/HDFC MUTUAL FUND/109456546402,Investment
BILLDESK-REEBOK-794429,Shopping
NEFT/SELF/14629910,Transfer
UPI/AMAZON FRESH/076879785992,Groceries
NEFT/794246649538/TSRTC,Transport
NACH-JIO BP-22884555,Fuel
UPI-DR-660368846023-FRESHMENU,Food & Dining
NEFT/143346541447/VEHICLE TAX,Tax
SIP DEBIT SBI MUTUAL FUND,Investment
LI PREMIUM SBI LIFE,Insurance
POS 254488 MAX HEALTHCARE,Health
CASH WITHDRAWAL 74632691,Cash Withdrawal
IMPS-BSES YAMUNA-75656911,Utilities
RTGS/361240466584/ATM SBI,Cash Withdrawal
NACH-FD MATURITY CREDIT-40372139,Interest Income
UPI/NARAYANA COACHING,Education
IMPS/809416415352/REALME,Electronics
MANDATE-ICICI BANK SAVINGS INTEREST,Interest Income
UPI/CROMA,Shopping
UPI/OUT/135090668821/incometa@okicici/Payment,Tax
UPI/CRED PAY TRANSFER/325883575177,Transfer
UPI PAYMENT CHEQUE BOOK CHARGES,Bank Charges
UPI/OUT/235758751684/extramar@kotak/Payment,Education
IMPS-BLINKIT PASS-48317692,Subscriptions
UPI/ANGEL ONE,Investment
UPI-P2A-125027776446-SPOTIFY PREMIUM,Subscriptions
ECS-MOTILAL OSWAL MF,Investment
UPI PAYMENT GOOGLEPAY TRANSFER,Transfer
UPI/CASH COUNTER WITHDRAWAL/460197000449,Cash Withdrawal
POS PURCHASE CHEQUE BOOK CHARGES,Bank Charges
POS PURCHASE OVEN STORY,Food & Dining
NEFT/730115897404/KOTAK MF,Investment
UPI/DR/271720238648/MINIMUM BALANCE CHARGE,Bank Charges
POS/948109/BSES RAJDHANI,Utilities
UPI/IMPS TRANSFER/524138982927,Transfer
UPI PAYMENT HOUSR,Rent
UPI PAYMENT TACO BELL,Food & Dining
RTGS/338904598277/EDUCATION LOAN EMI,Loan EMI
BILLDESK-VAN HEUSEN-372905,Shopping
AUTO DEBIT FUND TRANSFER,Transfer
ACH DR PSPCL,Utilities
POS/893733/NSC INTEREST,Interest Income
UPI-P2A-466188609544-BARISTA,Food & Dining
IMPS/115365151192/ATM ICICI,Cash Withdrawal
AUTO DEBIT COGNIZANT,Income
POS 071839 DROPBOX,Subscriptions
RTGS/788252920521/ZEE5,Entertainment
UPI/DR/465258695018/SWIGGY ONE,Subscriptions
MANDATE-ATM CASH WITHDRAWAL,Cash Withdrawal
POS 115088 CBSE BOARD FEES,Education
EMI DEBIT AXIS BANK EMI,Loan EMI
UPI/DR/479619720314/INOX LEISURE,Entertainment
UPI/SMS ALERT CHARGES,Bank Charges
NEFT-SPOTIFY-80136242,Entertainment
RTGS/053009826131/AMAZON PRIME,Subscriptions
MANDATE-KWALITY WALLS,Food & Dining
ACH DR HERITAGE FRESH,Groceries
POS PURCHASE APARTMENT MAINTENANCE,Rent
UPI/DR/120234279730/REEBOK,Shopping
NEFT/045473185827/LEVI STRAUSS,Shopping
UPI-P2A-951177447453-MORE RETAIL,Groceries
UPI PAYMENT THEOBROMA,Food & Dining
NEFT-JAWED HABIB-28710714,Personal Care
UPI/OUT/897130773526/flipkart@ibl/Payment,Groceries
UPI/RELIANCE INDUSTRIES,Income
POS 565658 KSEB,Utilities
UPI/DR/913445160919/COX AND KINGS,Travel
POS 545152 UNITED INDIA INSURANCE,Insurance
UPI/RAYMOND/337990882006,Shopping
NEFT-BLACKBERRYS-71262486,Shopping
NEFT-RAPIDO-67010063,Transport
IMPS-NSC INTEREST-80706716,Interest Income
BILLDESK-CASH WITHDRAWAL BRANCH-402972,Cash Withdrawal
RTGS/800796731906/NEFT CHARGES,Bank Charges
NEFT/218645410232/PVR CINEMAS,Entertainment
POS 630279 NYKAA,Shopping
POS PURCHASE NAYARA ENERGY,Fuel
UPI/OUT/264532222571/nonmaint@okicici/Payment,Bank Charges
MANDATE-ICICI PRUDENTIAL LIFE,Insurance
NEFT-SHUTTL-93166673,Transport
ACH DR SRM UNIVERSITY,Education
UPI-DR-774956686104-STARBUCKS,Food & Dining
AUTO DEBIT RELIANCE PETROL,Fuel
BILLDESK-NATURALS SALON-688969,Personal Care
ECS-IMPS CHARGES,Bank Charges
UPI/OUT/043726032088/utimf@ibl/Payment,Investment
UPI-DR-507812222875-BMTC,Transport
POS PURCHASE NATIONAL INSURANCE,Insurance
SIP/ETMONEY/79956034,Investment
IMPS-BOSCH-87331746,Electronics
UPI/PIZZA HUT,Food & Dining
IMPS/220470410231/OYO LIFE,Rent
NACH-PANASONIC-32751935,Electronics
NACH-KISSHT EMI-13362014,Loan EMI
UPI/JIOCINEMA/595932488018,Entertainment
RTGS/603852641851/CUEMATH,Education
UPI PAYMENT GOOGLE INDIA,Income
IMPS-NIVA BUPA-22466949,Insurance
ECS-NEW INDIA ASSURANCE,Insurance
ACH DR HALDIRAMS,Food & Dining
POS 545152 UNITED INDIA INSURANCE,Insurance
AUTO DEBIT SOCIETY MAINTENANCE,Rent
POS/027602/EDUREKA,Education
UPI/HINDUSTAN PETROLEUM/551758734229,Fuel
UPI-P2A-879297423413-KSRTC,Transport
MANDATE-YLG SALON,Personal Care
NEFT/378433809643/NARAYANA HEALTH,Health
BILLDESK-HPCL OUTLET-816934,Fuel
POS 704468 GOOGLE ONE,Subscriptions
ECS-GOOGLE ONE,Subscriptions
RTGS/187809681533/HOUSE RENT PAYMENT,Rent
NEFT-BSNL BROADBAND-68664926,Utilities
MANDATE-ZOLO STAYS,Rent
DEMAT MIRAE ASSET MF,Investment
UPI PAYMENT TATA SKY,Utilities
IMPS/390343963161/SWIGGY INSTAMART,Food & Dining
IMPS/053644972946/DUNZO DAILY,Groceries
UPI/BLINKIT PASS/496905973825,Subscriptions
UPI PAYMENT ATM HDFC,Cash Withdrawal
UPI-DR-356515588603-ICLOUD STORAGE,Subscriptions
UPI-P2A-630545845907-BANSAL CLASSES,Education
IMPS-VLCC-42045907,Personal Care
NEFT-ATM SBI-31769693,Cash Withdrawal
UPI-P2A-894784788420-TATA SKY,Utilities
AUTO DEBIT HOUSING.COM,Rent
AUTO DEBIT SRL DIAGNOSTICS,Health
POS/751039/INCOME TAX PAYMENT,Tax
UPI/BYJUS,Education
IMPS/364170661121/OPPO,Electronics
UPI/STAR HEALTH/408442071064,Insurance
NEFT-DELHI JAL BOARD-90510934,Utilities
POS 238302 IOCL OUTLET,Fuel
ECS-AUTO RICKSHAW UPI,Transport
UPI PAYMENT HOUSE RENT PAYMENT,Rent
NEFT-FULLERTON INDIA EMI-62189587,Loan EMI
NEFT-SWIGGY INSTAMART-63713034,Groceries
SUBSCRIPTION LINKEDIN PREMIUM,Subscriptions
UPI/GULF OIL,Fuel
UPI-P2A-139224159206-SELF ASSESSMENT TAX,Tax
NEFT-LIQUID FUND DIVIDEND-95891713,Interest Income
IMPS-FLIPKART-25379568,Income
UPI/OUT/488367607867/msedcl@apl/Payment,Utilities
RTGS/202541792617/KOTAK MF,Investment
UPI/DR/917031643592/APOLLO HOSPITALS,Health
MANDATE-BWSSB,Utilities
NEFT/032868086239/ROLLS MANIA,Food & Dining
BILLDESK-BOSCH-266946,Electronics
BILLDESK-LIQUID FUND DIVIDEND-321816,Interest Income
MANDATE-VEHICLE TAX,Tax
NACH-IMPS CHARGES-45628630,Bank Charges
POS/825609/MOTOROLA,Electronics
IMPS/999214108223/BAJAJ ALLIANZ LIFE,Insurance
POS PURCHASE HATHWAY,Utilities
UPI/OUT/865811803878/stipendc@okicici/Payment,Income
NACH-METRO SHOES-66551117,Shopping
UPI/NETMEDS/982119483365,Health
ECS-AIR INDIA,Travel
NACH-PETER ENGLAND-33618732,Shopping
POS/536176/NEFT TRANSFER,Transfer
UPI/ATM BOB/654767689465,Cash Withdrawal
UPI/OUT/790434950332/lotusher@okhdfcbank/Payment,Personal Care
NEFT/032787554297/NYKAA,Personal Care
UPI PAYMENT SMALLCASE,Investment
RTGS/229377790134/PPFAS MF,Investment
IMPS/567821397752/HIMALAYA DRUG,Personal Care
UPI PAYMENT ICICI BANK EMI,Loan EMI
PAYROLL HDFC BANK,Income
TPDDL BILL 152160,Utilities
UPI/BIKANERVALA,Food & Dining
BILLDESK-JIOSAAVN-892405,Entertainment
UPI/SLACK PRO/571528025462,Subscriptions
RTGS/722082402583/STANZALIVING,Rent
ACH DR ATM SBI,Cash Withdrawal
SELF TRANSFER 72887787,Transfer
AUTO DEBIT NSDL TIN PAYMENT,Tax
IMPS-TALWALKARS-23393424,Health
NEFT/468083042957/TACO BELL,Food & Dining
NACH-CANARA BANK INTEREST-51714509,Interest Income
AUTO DEBIT UNION BANK INTEREST,Interest Income
IMPS/243667762594/INCOME TAX REFUND,Tax
UPI-P2A-243022042213-CROMA,Shopping
UPI-P2A-383508829338-STAR HEALTH,Insurance
POS PURCHASE BBMP PROPERTY TAX,Tax
IMPS-MCGM PROPERTY TAX-81945890,Tax
NEFT/085395994422/LOCKER RENT CHARGES,Bank Charges
NEFT/763062736368/DSP MUTUAL FUND,Investment
POS/345150/BURGER KING,Food & Dining
UPI/DR/223208621049/HERITAGE FRESH,Groceries
MANDATE-HP PETROL PUMP,Fuel
POS 373810 STIPEND CREDIT,Income
UPI-DR-159492198236-FRANKLIN TEMPLETON,Investment
POS/420734/IMPS CHARGES,Bank Charges
UPI-DR-362601154352-SBI MUTUAL FUND,Investment
UPI-P2A-814455563805-UTI MF,Investment
UPI PAYMENT CAFE COFFEE DAY,Food & Dining
MANDATE-VEDANTU,Education
POS 894948 SBI HOME LOAN EMI,Loan EMI
UPI/APOLLO PHARMACY/111471672533,Health
BILLDESK-GOOGLE INDIA-907046,Income
UPI-DR-581532882690-SPAR HYPERMARKET,Groceries
UPI/EXTRAMARKS,Education
POS PURCHASE SBI LIFE,Insurance
POS 696679 TSRTC,Transport
ACH DR NOBROKER,Rent
ECS-AJIO,Shopping
RTGS/399265658166/MICRO ATM WITHDRAWAL,Cash Withdrawal
ACH DR PROCESSING FEE,Bank Charges
UPI/MICROSOFT 365/333283976513,Subscriptions
UPI-P2A-685888061374-ECS BOUNCE,Bank Charges
UPI PAYMENT ZINGBUS,Travel
BILLDESK-ATM SBI-234728,Cash Withdrawal
MANDATE-SUN DIRECT,Utilities
NACH-APPLE INDIA-56593325,Electronics
UPI-P2A-795075709905-SIMPL EMI,Loan EMI
UPI/ATM SBI/600838244177,Cash Withdrawal
UPI PAYMENT VISHAL MEGA MART,Groceries
NEFT/276229790483/RELIANCE PETROL,Fuel
UPI/HDFC BANK,Income
ACH DR LEVI STRAUSS,Shopping
NACH-SPLITWISE SETTLEMENT-60978421,Transfer
BILLDESK-BOX8-805028,Food & Dining
BILLDESK-CARNIVAL CINEMAS-247541,Entertainment
UPI/DR/899516988466/JBL INDIA,Electronics
NEFT-RELIANCE PETROL-32424115,Fuel
IMPS/353194016298/QUICKRIDE,Transport
ACH DR MAKEMYTRIP,Travel
NACH-TANGEDCO-80912569,Utilities
BILLDESK-ALLEN SOLLY-406226,Shopping
RTGS/274868719105/ABHIBUS,Travel
AUTO DEBIT BSES RAJDHANI,Utilities
IMPS-ZOLO STAYS-87353585,Rent
NEFT-NON MAINTENANCE CHARGE-06493280,Bank Charges
ACH DR ATM KOTAK,Cash Withdrawal
UPI/BHARAT PETROLEUM/425167583148,Fuel
UPI-DR-454549624990-STIPEND CREDIT,Income
UPI/CHENNAI METRO,Transport
IMPS-REDCLIFFE LABS-65440569,Health
POS 691144 AIRBNB INDIA,Travel
IMPS/524566524016/CASTROL,Fuel
POS PURCHASE LAKME SALON,Personal Care
ECS-MUMBAI METRO,Transport
MANDATE-LOUIS PHILIPPE,Shopping
RTGS/417260054826/APPLE ONE,Subscriptions
IMPS-AIRTEL DTH-31252136,Utilities
POS 867903 NETMEDS,Health
DEMAT TATA MUTUAL FUND,Investment
UPI-P2A-257518908683-VEHICLE TAX,Tax
IMPS/850773154997/ASUS,Electronics
UPI/DUNZO DAILY,Groceries
ACH DR PETER ENGLAND,Shopping
UPI/DR/208421902686/PURPLLE,Personal Care
NEFT-MANIPAL HOSPITALS-43425453,Health
AUTO DEBIT MCGM PROPERTY TAX,Tax
ECS-HDFC BANK EMI,Loan EMI
POS PURCHASE MEESHO,Shopping
IMPS-BOB INTEREST CREDIT-27174707,Interest Income
MANDATE-RTGS TRANSFER,Transfer
IMPS/999051089969/GOLD LOAN EMI,Loan EMI
AUTO DEBIT NATURE BASKET,Groceries
NACH-CARE HEALTH-85620563,Insurance
ACH DR SBI LIFE,Insurance
HATHWAY BILL 434829,Utilities
AUTO DEBIT DOMINOS,Food & Dining
IMPS/003995744763/SHOPPERS STOP,Shopping
UPI-DR-968476571287-1MG,Health
NEFT/337216745612/SUGAR COSMETICS,Personal Care
BILLDESK-SPLITWISE SETTLEMENT-195414,Transfer
POS PURCHASE MXPLAYER,Entertainment
EMI/IDFC FIRST EMI/53277742,Loan EMI
UPI/DR/172943017455/SOTC TRAVEL,Travel
UPI/ICICI PRUDENTIAL LIFE/395031401096,Insurance
IMPS/781796311631/BAJAJ ALLIANZ GENERAL,Insurance
BILLDESK-BIKANERVALA-963491,Food & Dining
POS PURCHASE BLINKIT PASS,Subscriptions
UPI/OUT/172018298025/saravana@apl/Payment,Food & Dining
UPI/HPCL OUTLET,Fuel
IMPS/949300585224/BLACKBERRYS,Shopping
ACH DR BOB INTEREST CREDIT,Interest Income
UPI-DR-518012349030-OLA CABS,Transport
UPI/OUT/449462728442/gulfoil@kotak/Payment,Fuel
BILLDESK-TATA CLIQ-378518,Shopping
UPI-P2A-309566481842-DEBIT CARD ANNUAL FEE,Bank Charges
AUTO DEBIT BOAT LIFESTYLE,Electronics
AUTO DEBIT OVEN STORY,Food & Dining
IMPS/200552681664/BIKANERVALA,Food & Dining
UPI/SELF TRANSFER/269742636890,Transfer
UPI-DR-003281458825-JIO BP,Fuel
UPI PAYMENT VISHAL MEGA MART,Groceries
UPI PAYMENT PERSONAL LOAN EMI,Loan EMI
POS 146387 ZOLO STAYS,Rent
MANDATE-SPOTIFY PREMIUM,Subscriptions
UPI/OUT/203662491534/xiaomi@okicici/Payment,Electronics
POS 932944 FAASOS,Food & Dining
IMPS/423266249891/AMAZON PRIME VIDEO,Entertainment
ECS-EDUREKA,Education
RTGS/328599520476/ATM BOB,Cash Withdrawal
MANDATE-VIJAY SALES,Electronics
AUTO DEBIT BLINKIT,Groceries
DISNEY HOTSTAR PREMIUM SUBSCRIPTION,Subscriptions
POS/038588/DISNEY HOTSTAR,Entertainment
NEFT-CASTROL-84803304,Fuel
UPI-P2A-653657371538-HDFC ERGO,Insurance
MANDATE-CASH WITHDRAWAL BRANCH,Cash Withdrawal
UPI/DR/170506605379/HDFC LIFE,Insurance
RTGS/140589157316/BBMP PROPERTY TAX,Tax
RTGS/980925718257/ICICI PRUDENTIAL MF,Investment
BILLDESK-SWIGGY ONE-317484,Subscriptions
NEFT/851262572697/GOLD LOAN EMI,Loan EMI
ECS-HP PETROL PUMP,Fuel
MUTUAL FUND SMALLCASE,Investment
POS/865184/JAWED HABIB,Personal Care
IMPS-DOMINOS-09002862,Food & Dining
UPI/BESCOM,Utilities
NEFT/819329466424/TIMES PRIME,Subscriptions
UPI-P2A-906745319074-MARKS AND SPENCER,Shopping
UPI/OUT/300967495546/chennaim@apl/Payment,Transport
RTGS/666111114432/GROWW,Investment
EMI/SLICE EMI/68262937,Loan EMI
UPI/DR/908146738023/FABINDIA,Shopping
UPI/OUT/013417711304/panasoni@apl/Payment,Electronics
UPI/OUT/457647299376/bookmysh@apl/Payment,Entertainment
UPI/DR/218356607939/HOUSR,Rent
MANDATE-ATM CASH WITHDRAWAL,Cash Withdrawal
POS 948675 STAR BAZAAR,Groceries
ACH DR SNAPDEAL,Shopping
BILLDESK-MEDANTA-473914,Health
NACH-APOLLO HOSPITALS-09999391,Health
POS 847656 ATM BOB,Cash Withdrawal
RTGS/814264941044/MOBIKWIK TRANSFER,Transfer
NEFT/670426817054/EDUREKA,Education
MANDATE-STANZALIVING,Rent
NEFT/666704888812/AUTO RICKSHAW UPI,Transport
UPI PAYMENT ECS BOUNCE,Bank Charges
BILLDESK-OYO LIFE-120081,Rent
POS PURCHASE MAX LIFE,Insurance
UPI-P2A-630545845907-BANSAL CLASSES,Education
UPI/OUT/372150713659/havells@paytm/Payment,Electronics
IMPS-MIRAE ASSET MF-72985905,Investment
IMPS/088929065346/DSP MUTUAL FUND,Investment
ATM-NFS CASH WITHDRAWAL,Cash Withdrawal
NEFT/258218944884/HOTELS.COM,Travel
IMPS/517024477703/BIBA,Shopping
AUTO DEBIT PPFAS MF,Investment
POS 473278 TREEBO,Travel
UPI PAYMENT METRO SHOES,Shopping
MANDATE-REDCLIFFE LABS,Health
IMPS/772783436536/SIMPL EMI,Loan EMI
NACH-GROWW-81972476,Investment
ACH DR CHEQUE BOOK CHARGES,Bank Charges
UPI/VOOT/964837978868,Entertainment
POS PURCHASE KARACHI BAKERY,Food & Dining
IMPS-SWIGGY-66175750,Food & Dining
UPI-DR-518011766182-BATA,Shopping
NEFT-QUICKRIDE-01617470,Transport
AUTO DEBIT NEFT CHARGES,Bank Charges
IMPS-MICROSOFT INDIA-54799311,Income
IMPS-KOTAK LIFE-81243963,Insurance
POS/909080/SMS ALERT CHARGES,Bank Charges
ACH DR AIR INDIA,Travel
UPI/ICICI BANK EMI,Loan EMI
POS PURCHASE GREAT LEARNING,Education
NACH-SLICE EMI-82260417,Loan EMI
ACH DR TDS PAYMENT,Tax
NEFT/407442411145/THEOBROMA,Food & Dining
MANDATE-HDFC LIFE,Insurance
BILLDESK-PROPERTY TAX-064262,Tax
UPI/SUGAR COSMETICS,Personal Care
NACH-MAHARASHTRA PT-32290638,Tax
UPI/ATM AXIS/829750606167,Cash Withdrawal
BILLDESK-CHAI POINT-135188,Food & Dining
UPI-P2A-071535141076-ATM HDFC,Cash Withdrawal
RTGS/025331336295/ROLLS MANIA,Food & Dining
BILLDESK-PUNJAB GRILL-066359,Food & Dining
UPI PAYMENT TDS PAYMENT,Tax
MANDATE-NATURALS SALON,Personal Care
MANDATE-NOBROKER,Rent
BILLDESK-LIC OF INDIA-039051,Insurance
ECS-ONEPLUS,Electronics
RTGS/486815089730/MICROSOFT 365,Subscriptions
NACH-LATE PAYMENT FEE-52083932,Bank Charges
UPI/OUT/835412317214/scripbox@okicici/Payment,Investment
NEFT/516709861427/DUNZO DAILY,Groceries
POS 071814 MOTILAL OSWAL MF,Investment
NACH-DREAM11-16557123,Entertainment
UPI-DR-645165228692-MEDPLUS,Health
UPI/OUT/712541965390/bhimupi@ybl/Payment,Transfer
AUTO DEBIT MY11CIRCLE,Entertainment
AUTO DEBIT BAJAJ ALLIANZ LIFE,Insurance
BILLDESK-NILGIRIS-406884,Groceries
UPI-DR-623913133102-ZEST MONEY EMI,Loan EMI
NEFT/509808028878/APPLE MUSIC,Entertainment
UPI PAYMENT MAX FASHION,Shopping
UPI-DR-506131705823-LATE PAYMENT FEE,Bank Charges
BILLDESK-METROPOLIS HEALTHCARE-224394,Health
RTGS/871990786814/KOTAK SAVINGS INTEREST,Interest Income
POS PURCHASE IDFC FIRST EMI,Loan EMI
UPI/TACO BELL,Food & Dining
IMPS/280476136930/ATM-NFS WITHDRAWAL,Cash Withdrawal
UPI-DR-799095180199-ADVANCE TAX,Tax
ECS-SRL DIAGNOSTICS,Health
UPI/DR/713796832918/FUND TRANSFER,Transfer
UPI PAYMENT EPIC GAMES,Entertainment
IMPS/897323506201/TALWALKARS,Health
ACH DR KSEB,Utilities
NEFT/SELF/42394781,Transfer
NEFT/505311935877/SIMPLILEARN,Education
AUTO DEBIT LG ELECTRONICS,Electronics
UPI/DR/193763116886/AMAZON PRIME,Subscriptions
HOUSE RENT HOMIGO,Rent
NEFT/205780818437/NON MAINTENANCE CHARGE,Bank Charges
UPI/OUT/865811803878/stipendc@okicici/Payment,Income
NEFT/662159871058/SBI INTEREST CREDIT,Interest Income
EMI/SBI HOME LOAN EMI/31426409,Loan EMI
AUTO DEBIT ANYTIME FITNESS,Health
UPI/DR/082450593233/ZOMATO PRO,Subscriptions
AUTO DEBIT NYKAA,Personal Care
NACH-HINDUSTAN PETROLEUM-20695334,Fuel
IMPS-APARTMENT MAINTENANCE-39384340,Rent
NACH-HYDERABAD METRO-61037785,Transport
BILLDESK-DOCSAPP-634021,Health
UPI/DR/788969369185/PROFESSIONAL TAX,Tax
NACH-TATA NEU PLUS-25528960,Subscriptions
IMPS-FABHOTELS-74828590,Travel
UPI/OUT/421997197314/srldiagn@apl/Payment,Health
POS/117977/LOTUS HERBALS,Personal Care
NEFT-CBSE BOARD FEES-69536557,Education
HOUSE RENT APARTMENT MAINTENANCE,Rent
POS/194700/STAR BAZAAR,Groceries
POS 419264 TATA NEU PLUS,Subscriptions
ECS-H&M,Shopping
UPI PAYMENT AMAZON,Shopping
UPI PAYMENT NESTAWAY,Rent
POS/649247/GO FIRST,Travel
POS PURCHASE ZOMATO PRO,Subscriptions
ACH DR H&M,Shopping
BILLDESK-NEW INDIA ASSURANCE-056253,Insurance
NACH-PAYTM WALLET-00641856,Transfer
BILLDESK-ZOOM PRO-539834,Subscriptions
POS 457745 EPIC GAMES,Entertainment
NACH-ZOLO STAYS-63213220,Rent
MANDATE-ACER,Electronics
IMPS-ATM PNB-66375034,Cash Withdrawal
POS PURCHASE LIQUID FUND DIVIDEND,Interest Income
BILLDESK-COX AND KINGS-711269,Travel
ACH DR FUND TRANSFER,Transfer
AUTO DEBIT JIOMART,Groceries
NACH-SUGAR COSMETICS-65964016,Personal Care
POS/038749/LULU HYPERMARKET,Groceries
UPI/PPF INTEREST CREDIT/846094028099,Interest Income
UPI-DR-306412160099-AXIS MF,Investment
MANDATE-APPLE INDIA,Electronics
MANDATE-SBI HOME LOAN EMI,Loan EMI
POS 320474 CAPGEMINI,Income
NEFT-ICLOUD STORAGE-44288001,Subscriptions
POS PURCHASE CANARA BANK INTEREST,Interest Income
BILLDESK-LAKME SALON-009436,Personal Care
BILLDESK-STANZALIVING-021890,Rent
POS 545584 ZARA,Shopping
UPI-P2A-629725022267-AMAZON FRESH,Groceries
RENT TRANSFER HOUSR,Rent
POS PURCHASE NOTION PRO,Subscriptions
POS 142540 METRO CASH AND CARRY,Groceries
RTGS/118976966999/CHEQUE BOOK CHARGES,Bank Charges
UPI/DR/708515731954/DSP MUTUAL FUND,Investment
POS 206977 HOUSING.COM,Rent
UPI/DR/376655466646/REDCLIFFE LABS,Health
UPI/NEFT CHARGES/184246602381,Bank Charges
MANDATE-BLINKIT,Groceries
UPI-DR-956336138454-SPOTIFY PREMIUM,Subscriptions
RTGS/069587099088/FABINDIA,Shopping
BILLDESK-CHAAYOS-799399,Food & Dining
UPI/OUT/118568797354/chaayos@okicici/Payment,Food & Dining
UPI/OUT/924113244880/tommyhil@oksbi/Payment,Shopping
UPI/FLAT RENT TRANSFER,Rent
BILLDESK-BBMP PROPERTY TAX-846472,Tax
POS 580609 UDEMY,Education
ACH DR PARADISE BIRYANI,Food & Dining
SALARY CREDIT CAPGEMINI,Income
UPI/OUT/615764362985/sugarcos@okhdfcbank/Payment,Personal Care
UPI/REDCLIFFE LABS/843043339876,Health
MANDATE-PROCESSING FEE,Bank Charges
UPI-P2A-894784788420-TATA SKY,Utilities
POS/571205/LINKEDIN PREMIUM,Subscriptions
UPI-DR-499304849911-MSEDCL,Utilities
ACH DR VIJAY SALES,Electronics
IMPS-CASTROL-92575348,Fuel
POS PURCHASE BEST BUSES,Transport
POS PURCHASE ALLEN SOLLY,Shopping
UPI-DR-028515656756-VIJAY SALES,Electronics
UPI-P2A-951727021173-DSP MUTUAL FUND,Investment
UPI-P2A-391618120446-FABHOTELS,Travel
ACH DR JIO BP,Fuel
IMPS-UDEMY BUSINESS-56445336,Subscriptions
UPI-DR-781171895753-IOC FUEL STATION,Fuel
ACH DR LENOVO,Electronics
UPI/OUT/916198742729/indianoi@ybl/Payment,Fuel
UPI-P2A-881164481877-GST PAYMENT,Tax
NEFT-METRO SHOES-86685437,Shopping
POS PURCHASE JIOCINEMA,Entertainment
ACH DR CHEQUE BOOK CHARGES,Bank Charges
BILLDESK-SRI CHAITANYA-042697,Education
ECS-SMALLCASE,Investment
UPI/ZOOM CAR,Transport
POS 346808 NYKAA,Personal Care
UPI/DR/027856339033/MORE RETAIL,Groceries
POS PURCHASE PRACTO,Health
ECS-MAMAEARTH,Personal Care
ECS-NOBROKER,Rent
UPI-DR-729551581112-METROPOLIS HEALTHCARE,Health
UPI-P2A-430156984669-MOBIKWIK TRANSFER,Transfer
UPI/SMALLCASE,Investment
AUTO DEBIT TATA CLIQ,Shopping
IMPS-POST OFFICE INTEREST-11938971,Interest Income
IMPS-DEBIT CARD ANNUAL FEE-99518548,Bank Charges
EMI DEBIT KISSHT EMI,Loan EMI
IMPS-METROPOLIS HEALTHCARE-93752719,Health
UPI/MYNTRA/060608292738,Shopping
TDS PAYMENT 00525898,Tax
NEFT-CHEQUE BOOK CHARGES-96406282,Bank Charges
NEFT-ATM SBI-31769693,Cash Withdrawal
AUTO DEBIT AAKASH INSTITUTE,Education
POS 474151 SRI CHAITANYA,Education
BILLDESK-ZARA-442036,Shopping
NEFT-ICICI BANK EMI-97597155,Loan EMI
POS/468606/HDFC BANK,Income
IMPS-MICRO ATM WITHDRAWAL-93116424,Cash Withdrawal
POS/961452/NILGIRIS,Groceries
POS/027587/STIPEND CREDIT,Income
NEFT-SPECTRANET-23781934,Utilities
AUTO DEBIT ZOOM PRO,Subscriptions
IMPS-MAX LIFE-64061809,Insurance
ACH DR GST REFUND,Tax
UPI PAYMENT MY11CIRCLE,Entertainment
IMPS-STIPEND CREDIT-51369315,Income
ACH DR APARTMENT MAINTENANCE,Rent
POS 836669 VIVO,Electronics
POS 577755 CARNIVAL CINEMAS,Entertainment
NEFT-JIOSAAVN-75979951,Entertainment
UPI PAYMENT BOSE INDIA,Electronics
UPI/JBL INDIA/120130286848,Electronics
MANDATE-CASH WITHDRAWAL BRANCH,Cash Withdrawal
UPI/OUT/357442151870/atm-nfsw@apl/Payment,Cash Withdrawal
NACH-DELHI METRO RAIL-76226242,Transport
NEFT/611498331932/NOBROKER,Rent
POS PURCHASE PANTALOONS,Shopping
SIP DEBIT COIN BY ZERODHA,Investment
RTGS/109801935582/NIPPON INDIA MF,Investment
UPI-P2A-505455846497-INDUSIND BANK EMI,Loan EMI
MANDATE-FAMILY TRANSFER,Transfer
POS/862786/BAJAJ ALLIANZ LIFE,Insurance
ECS-BOUNCE CHARGES,Bank Charges
UPI/OUT/506421492669/paytmwal@kotak/Payment,Transfer
AUTO DEBIT BAJAJ FINSERV EMI,Loan EMI
MANDATE-ATM CASH WITHDRAWAL,Cash Withdrawal
UPI PAYMENT HDFC LIFE,Insurance
UPI-P2A-271913520673-AMAZON PRIME,Subscriptions
IMPS/986739570652/FLIPKART,Income
POS/546754/PURPLLE,Personal Care
ECS-ADVANCE TAX,Tax
POS/101840/EDUCATION LOAN EMI,Loan EMI
